full_path,Object_Name,Type,Summary,Arguments_List,Num_Arguments
neuralforecast.models.vanillatransformer.VanillaTransformer,VanillaTransformer,class,VanillaTransformer,"activation, alias, batch_size, conv_hidden_size, dataloader_kwargs, decoder_input_size_multiplier, decoder_layers, drop_last_loader, dropout, early_stop_patience_steps, encoder_layers, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_head, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",38
neuralforecast.models.xlstm.xLSTM,xLSTM,class,xLSTM,"alias, backbone, batch_size, dataloader_kwargs, decoder_activation, decoder_dropout, decoder_hidden_size, decoder_layers, drop_last_loader, early_stop_patience_steps, encoder_bias, encoder_dropout, encoder_hidden_size, encoder_n_blocks, exclude_insample_y, futr_exog_list, h, h_train, hist_exog_list, inference_input_size, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, recurrent, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",42
neuralforecast.tsdataset.BaseTimeSeriesDataset,BaseTimeSeriesDataset,class,Base class for time series datasets.,"max_size, min_size, static, static_cols, temporal_cols, y_idx",6
neuralforecast.tsdataset.LocalFilesTimeSeriesDataset,LocalFilesTimeSeriesDataset,class,Time series dataset that loads data from local files.,"files_ds, id_col, indices, last_times, max_size, min_size, static, static_cols, target_col, temporal_cols, time_col, y_idx",12
neuralforecast.tsdataset.TimeSeriesDataModule,TimeSeriesDataModule,class,PyTorch Lightning data module for time series datasets.,"batch_size, dataloaders_kwargs, dataset, drop_last, shuffle_train, valid_batch_size",6
neuralforecast.tsdataset.TimeSeriesDataset,TimeSeriesDataset,class,Time series dataset implementation.,"indptr, static, static_cols, temporal, temporal_cols, y_idx",6
neuralforecast.tsdataset.TimeSeriesLoader,TimeSeriesLoader,class,TimeSeriesLoader DataLoader.,"dataset, kwargs",2
neuralforecast.utils.DayOfMonth,DayOfMonth,class,"Day of month encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.DayOfWeek,DayOfWeek,class,"Day of week encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.DayOfYear,DayOfYear,class,"Day of year encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.HourOfDay,HourOfDay,class,"Hour of day encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.MinuteOfHour,MinuteOfHour,class,"Minute of hour encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.MonthOfYear,MonthOfYear,class,"Month of year encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.PredictionIntervals,PredictionIntervals,class,Class for storing prediction intervals metadata information.,"method, n_windows",2
neuralforecast.utils.SecondOfMinute,SecondOfMinute,class,"Second of minute encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.TimeFeature,TimeFeature,class,,,0
neuralforecast.utils.WeekOfYear,WeekOfYear,class,"Week of year encoded as value between [-0.5, 0.5].",,0
neuralforecast.utils.add_conformal_distribution_intervals,add_conformal_distribution_intervals,function,Add conformal intervals based on conformal scores using distribution strategy.,"cs_df, cs_n_windows, horizon, level, model, model_fcsts, n_series, quantiles",8
neuralforecast.utils.add_conformal_error_intervals,add_conformal_error_intervals,function,Add conformal intervals based on conformal scores using error strategy.,"cs_df, cs_n_windows, horizon, level, model, model_fcsts, n_series, quantiles",8
neuralforecast.utils.augment_calendar_df,augment_calendar_df,function,Augment a dataframe with calendar features based on frequency.,"df, freq",2
neuralforecast.utils.generate_series,generate_series,function,Generate Synthetic Panel Series.,"equal_ends, freq, max_length, min_length, n_series, n_static_features, n_temporal_features, seed",8
neuralforecast.utils.get_indexer_raise_missing,get_indexer_raise_missing,function,"Get index positions for values, raising error if any are missing.","idx, vals",2
neuralforecast.utils.get_prediction_interval_method,get_prediction_interval_method,function,Get the prediction interval method function by name.,method,1
neuralforecast.utils.level_to_quantiles,level_to_quantiles,function,Convert a list of confidence levels to quantiles.,level,1
neuralforecast.utils.quantiles_to_level,quantiles_to_level,function,Convert a list of quantiles to confidence levels.,quantiles,1
neuralforecast.utils.time_features_from_frequency_str,time_features_from_frequency_str,function,Returns a list of time features that will be appropriate for the given frequency string.,freq_str,1
